员工ID,真实姓名,身份证号,上级ID
zxy789,赵秀云,232303197005403869,zfy001
dfy001,丁凤洋,231027196102071365,lzp001
dfyk598,丁凤云,231027196507213067,lzp001
wn789,王宁,231027196212018763,syy001
xzz001,邢忠洲,220182198807764235,syy001
yxy001,云晓勇,231081197404362078,xzz001
lyl0011,刘艳丽,220121196203356724,xzz001
hjj0011,霍晶晶,231081199909326907,xzz001
txz0011,谭喜忠,232103197010138652,xzz001
ltb001,刘天宝,220182197707839572,xzz001
yhm789,闫宏敏,220182199005976542,xzz001
lsy5988,兰淑艳,220211196106965712,xzz001
wxh5988,王锡华,220202194808719836,xzz001
wywy001,王英,220121196804976203,xzz001
jrj001,姜荣杰,231027196903563082,syy001
lyx5689,白晓国,230381198205530248,syy001
gbj598,宫本全,231027195708637419,lyx5689
ywd598888,杨卫东,231027196607692083,lyx5689
zypk598,郑英平,330302196112406283,lyx5689
zdm598,左冬梅,230827197007561290,lyx5689
kxlj888,徐丽娟,220502196312548912,lyx5689
jwg598,纪伟光,220622198111654031,lyx5689
xlz598,徐令芝,231027196505752498,lyx5689
xlj598,徐丽娟,231027195611863042,lyx5689
yfy5698,于凤艳,230831195809453860,lyx5689
zzg5698,周志刚,231027196606698302,syy001
wxy5698,王小阳,411123198410041762,syy001
lyy598,陆英,320222196710058624,syy001
zlb598,张连斌,231027196312456219,syy001
cps77779,丛培双,231027195311321756,syy001
syy123,宋玥莹,230381198809248513,syy001
wyg598,王永刚,231027197008723518,syy001
lyx5688,吕月秀,231027196503725481,syy001
ccc888,谢玉香,230303196007790483,syy001
glh5981,龚丽华,440505196508418325,syy001
zrm598,张端明,440505196903860479,glh5981
zdm5988,张端明,440505196903723094,zrm598
glh5982,龚丽华,440505196508845701,glh5981
chm5981,崔华敏,231027195806046912,syy001
syy003,宋玥莹,530381198809671358,syy001
syyy,宋玥莹,230381198809381407,syy001
zxj001,郑秀军,231027196601743089,xy9999
xyc001,徐亚春,230125197502608327,zxj001
gyf001,高彦飞,232126197710378625,xyc001
zyj0001,郑玉军,231027195905530812,zxj001
nlj001,那丽娟,231027195810019564,xy9999
xlz001,徐令芝,231027196505791456,xy9999
jxj001,景学军,210121196612912403,xlz001
sl6789,时玲,231027196509372401,xlz001
zyl0001,翟玉玲,231081196004971326,xlz001
ywj001,邢忠洋,220182198807598346,xy9999
ycy001,姚春英,210105196912162834,ywj001
yzy001,杨志宇,210103196607210937,ywj001
zwq001,瞿伟琴,320520197112841293,ywj001
hjg001,韩杰光,460200198903406752,ywj001
wyb001,王彦波,230107196408160392,ywj001
www001,王伟,230102197004657489,wyb001
dpdp001,杜鹏,230104198603065741,wyb001
zzh598,张红辉,321119197110825394,ywj001
zm598,钟苗,339011197708492860,ywj001
wy0018,王禹,232601196911495063,ywj001
yyy598,于汉文,230102197008275168,ywj001
yhw598,于汉武,230102197008152746,yyy598
lsy598,李淑英,232101197902943856,yyy598
ljj598,李俊杰,230102197606394268,yyy598
ljx598,李俊霞,230102197305897160,ljj598
lwy598,刘伟艳,232325198008549270,yyy598
lsl598,李素兰,512226197003635218,yyy598
lplp598,刘培,230102197209721094,yyy598
lsl5988,李淑兰,220724197302139746,yyy598
sqj598,石启军,230302197302650194,yyy598
ymx598,于茂轩,230102199612326189,yyy598
zwg598,张文革,370923196706872015,ymx598
hbg598,胡炳刚,130925198112846075,ymx598
dxl598,邓小兰,610602197711964071,ymx598
qsp598,岳少平,140108197901580712,ymx598
zdy598,朱登云,410727196802921364,ymx598
lwj598,梁伟建,440421197605489621,ymx598
zyh5981,张玉华,132828195404962357,ymx598
hrk598,韩瑞坤,132801197206510874,ymx598
zzt598,赵忠田,232301196302014265,yyy598
tyl598,佟艳玲,220204197109214073,yyy598
lcx598,李春霞,152722197404156428,tyl598
wzk598,王振凯,132828197409738692,tyl598
wch598,王朝晖,132828196906762438,yyy598
wjf598,王景付,230622197608290467,yyy598
wdm598,吴丁明,361121197207563140,yyy598
klj598,李佳,370829199007165893,yyy598
yyll598,杨友林,513221197704150348,yyy598
sxb598,宋晓波,232301196405389015,yyy598
zzhh598,张之会,370923197009274093,yyy598
lsyy598,李淑英,232101197902647189,yyy598
yhw5981,于汉武,230102197008369207,yyy598
glh598,龚丽华,440505196508297061,ywj001
hjhj598,黄璟,440507199304840729,glh598
hjhj5988,黄璟,440507199304942108,glh598
hxh018,何秀红,612301196708249586,ywj001
yjyj001,杨菊,612321197107406879,hxh018
dyp018,杜永平,612321195810406718,yjyj001
waj018,魏安军,612301196309692347,dyp018
wjh018,魏建红,612321197212143875,hxh018
ycq001,姚春青,210105196702641739,ywj001
ycq491,姚春青,210105196702412037,ycq001
zyp001,郑英平,330302196112263489,ywj001
zsx0018,昝胜霞,330522197011315276,ywj001
zsx0028,昝胜霞,330522197011416372,zsx0018
zsx598,昝胜霞,330522197011847160,zsx0028
zsx0038,昝胜霞,330522197011041326,zsx0018
zsx0058,昝胜霞,330522197011650783,zsx0018
lyly0018,陆英,320222196710215936,zsx0018
qyx598,钱欲晓,330522197006436192,zsx0018
ymh0018,严明华,321020196602215687,zsx0018
xdf5981,昝胜霞,330522197011928453,zsx0018
xdf5983,昝胜霞,330522197011936015,xdf5981
xdf5984,昝胜霞,330522197011240567,xdf5983
db001,旦巴,513228197410453280,ywj001
fcf001,符朝飞,460033197203019542,ywj001
xkx598,邢孔雪,460033198608245630,fcf001
yjg001,杨君广,650102197909946218,ywj001
zxy018,赵欣宇,210103196809068973,ywj001
ywj002,尹伟杰,231083196702581794,ywj001
hyf001,黄云锋,452127198505736058,ywj001
bzx598,薄泽西,230103200105125493,ywj001
ywj003,尹伟晶,231022197009703186,ywj001
ljlj888,刘静,511324198305241508,ywj001
wlwl001,王丽,420203196410479563,ywj001
klcl598,赖春兰,362101196908940562,ywj001
bsf001,白晓国,230381198205360874,xy9999
lsj0001,刘时军,332528196908054861,bsf001
hjf0001,黄继发,332528196202942518,lsj0001
lsh001,刘松红,332528197010167930,lsj0001
wst001,吴松田,332528195804651740,lsh001
zbg001,张必高,332528197004574290,lsh001
cys001,蔡岳松,332528195709578269,lsj0001
ych001,叶长虹,522701197009214690,lsj0001
xjm0001,徐基美,332528197002958046,lsj0001
xql001,夏巧玲,332521197409148537,lsj0001
zfz001,占芳珍,332528195110542168,lsj0001
lh0001,李华,231026195704608154,lsj0001
lxm6002,刘欣敏,332528199711738940,lsj0001
cqh0001,蔡庆华,440505196911645108,lsj0001
lsj0002,刘时军,332528196908059731,lsj0001
wdf0001,王东方,110104196209289634,lsj0001
cy001,程英,231027196905206471,bsf001
ch0011,程红,231027197203207184,cy001
cdl001,陈冬林,231027196608315607,ch0011
cdl789,陈冬林,231027196608340276,ch0011
kcdl789,陈冬林,231027196608904825,cdl789
zl7899,张丽,231027197309384617,ch0011
zl7999,张丽,231023197309150328,zl7899
ch00012,程红,231027197203375608,ch0011
cdh001,陈冬华,231027196906320514,ch0011
cy00011,程英,231027196905253681,cy001
rjy6668,任金艳,231027196809430576,cy00011
zxl6668,左雪玲,231027197506948537,rjy6668
zxl6888,左雪玲,231027197506536184,zxl6668
zxl6868,左雪玲,231027197506463170,zxl6668
rjy66688,任金艳,231027196809134065,rjy6668
rjy668,任金艳,231027196809970618,rjy6668
cy002,程英,231027196905176325,cy001
zty001,赵天阳,230381199404163540,cy001
xly666,徐立英,220502196003853247,bsf001
xlj666,徐丽娟,220502196312975634,xly666
ljf789,李晶锋,231084196411561370,xlj666
xlc666,13644358133,220502196804895062,xlj666
xlc789,徐丽春,220502196804348219,xlj666
xlj6668,徐丽娟,220502196312590463,xlj666
xly888,徐立英,220502196003831504,xlj666
lyf0001,李燕芳,370402196407860342,bsf001
kql789,孔庆利,370403197508513870,lyf0001
bai20777,刘蕾,370402198209451732,kql789
liu777,刘蕾,370402198209906473,bai20777
lm7789,刘苗,370403198909783950,bai20777
cx6789,陈秀,370403198705579130,lm7789
cq6789,陈芹,370403198601956324,lm7789
ll77899,刘琳,370403199203135294,bai20777
pbj789,彭保进,370403196502031952,kql789
hxh789,黄先慧,370402196406720645,kql789
hxh7899,黄先慧,370402196406871435,hxh789
hxh78999,黄先慧,370402196406130425,hxh789
khxh789,黄先慧,370402196406534876,hxh789
cyx001,褚艳霞,370826196708537018,kql789
cyx0001,褚艳霞,370826196708902345,cyx001
lbz001,刘宝珠,370403196311712098,cyx001
lyj0001,李艳君,370403196912135986,cyx001
lyj0002,李艳君,370403196912602475,lyj0001
lf0001,李飞,370403197401984162,cyx001
lf0002,李飞,370403197401856947,lf0001
kcyx001,褚艳霞,370826196708982437,cyx001
lx789,李侠,370403197206518267,kql789
lcl789,李传玲,370403196410193468,kql789
www789,王文,370403197312562971,kql789
www7899,王文,370403197312152063,www789
pyt789,潘昱彤,370403199707309547,www789
llm789,李龙梅,370402196307435782,kql789
shx789,宋怀秀,370403195411340719,kql789
lyz789,李玉芝,370403196312093745,shx789
zmy789,张茂艳,370403195412457302,lyz789
kql7899,孔庆利,370403197508530614,kql789
zj7899,张静,370421196204238954,kql7899
klx789,李侠,370403197206239045,kql7899
kdxt789,董相廷,370403199603619508,kql7899
khxh7899,黄先慧,370402196406806753,kql7899
kchj789,褚洪菊,370403197802895136,kql7899
hm789,韩梅,372402198009691074,kql7899
gww789,宫伟伟,372402197606910673,hm789
zp789,张平,370405197311507639,hm789
kycy789,燕传营,370403196311482306,hm789
yph789,袁朋辉,370403199905706513,hm789
kql68,孔庆利,370403197508407138,hm789
grm789,顾芮萌,370403198102813052,kql68
chy789,顾芮萌,370403198102641029,grm789
kmy789,亢明选,370403196602091357,hm789
kljh789,刘建华,220303197002062794,hm789
cmy789,姚胜荣,370403196907293810,hm789
wl68,王莉,370403196603309217,hm789
cwh789,种旺宏,370403199309589432,hm789
ysl789,颜士亮,370402195707598634,hm789
khjh789,黄建华,370481196302607392,hm789
dzy789,代正元,370405196304865021,hm789
hcf68,姚胜荣,370402196907865047,hm789
zh789,周会,370404197505065431,hm789
lyj0003,李艳君,370403196912267083,kql7899
khxh6789,黄先慧,370402196406274536,kql7899
gzy5698,关志勇,411123197608498160,kql7899
yjh5698,杨继红,411102197701829350,kql7899
khxh678,黄先慧,370402196406936801,kql7899
kbai20777,刘蕾,370402198209863725,kql7899
zxd789,赵旭东,370403199007298731,kql7899
khm789,韩梅,372402198009570941,kql7899
ljx789,姚胜荣,370403196907823645,kql7899
lzy789,李忠彦,370403197504913806,kql7899
lxx6789,李小项,211321198101863295,kql7899
kkql789,孔庆利,370403197508319870,kql789
wsp789,吴素平,372522197608349026,kkql789
ccs6789,曹长胜,370406198801210657,kkql789
lsy6789,李寺英,370421197006870135,kkql789
xyl6789,谢运玲,370403197212592736,kkql789
hxz789,华秀芝,370403197103198760,kkql789
lll6789,刘琳,370403199203081953,kkql789
lmm6789,刘苗,370403198909205379,kkql789
zyq789,宗玉芹,372925197306389562,kkql789
shx6789,宋怀秀,370403195411327619,kkql789
lsp789,吕士萍,370421195408306857,kkql789
wgf789,王共凡,320324195401890735,kkql789
lyz6789,李玉芝,370403196312836509,kkql789
lsp6789,吕士萍,370421195408715602,kkql789
sym68,孙友梅,370421197105674513,kkql789
lxm789,刘雪梅,370481197402453976,kkql789
dse68,董素娥,412825195204537426,kkql789
zlm789,张丽敏,370403197410324176,kkql789
ty789,檀宜,340252319850837269,kkql789
lsy68,李寺英,370421197006871326,kkql789
ccs68,曹长胜,370406198801284617,kkql789
zxf789,张孝凡,370421195810610249,ccs68
lyz68,李玉芝,370403196312829367,ccs68
xyl68,谢运玲,370403197212248150,ccs68
li68,李静,370481196312158420,ccs68
lsy66,李寺英,370421197006613028,ccs68
hxz68,华秀芝,370403197103638241,ccs68
zhm66,赵慧梅,370481196710094278,ccs68
lsy67,李寺英,370421197006815732,ccs68
hxh5588,黄孝环,370421197110436907,ccs68
cbp68,陈本平,370403197908421586,ccs68
qyp789,钱耀平,320421196809186095,kkql789
cyx68,褚艳霞,370826196708345706,kkql789
zym789,张永梅,370403197401475082,kkql789
xjm68,项锦梅,230602197405856079,kkql789
syq68,孙艳秋,231282197503857641,kkql789
dbx68,丁碧溪,232303197308430651,kkql789
zhm68,赵慧梅,370481196710235086,kkql789
lbz68,刘宝珠,370403196311781306,kkql789
wy6789,魏艳,370403197906850726,kkql789
zcj789,姚胜荣,370403196907948053,kkql789
chj789,褚洪菊,370403197802043265,kql789
zya68,郑允爱,370403198310601892,chj789
dabao,郑允爱,370403198310401268,zya68
xiaobao,郑允爱,370403198310407516,zya68
hcf789,侯传富,370402196710324806,kql789
ycy789,燕传营,370403196311309854,kql789
dxt789,董相廷,370403199603658912,kql789
kcs789,高娟,370404197708734518,dxt789
zzz789,郑再真,370403196404083967,kql789
sym6789,孙友梅,370421197105018695,kql789
dse789,董素娥,412825195204219368,sym6789
ccs789,曹长胜,370406198801960148,kql789
zhm789,赵慧梅,370481196710769201,ccs789
mry5698,满瑞英,370421195803039781,zhm789
kle789,孔令娥,370421197109653274,ccs789
hxz6789,华秀芝,370403197103180425,kql789
hdm789,郝冬梅,370403197212830964,kql789
zxy68,赵秀艳,370403197109986150,kql789
hdm6789,郝冬梅,370403197212361409,kql789
chj68,褚洪菊,370403197802386427,kql789
zya8,郑允爱,370403198310250743,kql789
ysr68,姚胜荣,370403196907054732,kql789
zj68,张静,370403197411286439,ysr68
lay789,刘爱云,370421196903985371,lyf0001
wrl789,吴荣玲,370402197805136924,lay789
wrl6789,吴荣玲,370402197805204931,wrl789
kwrl789,吴荣玲,370402197805281043,wrl789
lhmb789,李红梅,320322196510814297,lay789
lay7899,刘爱云,370421196903318246,lay789
wcl789,吴春莉,230703719771540792,lay7899
lwm789,刘万民,370402197004185067,lay789
xxl001,徐雪丽,320624197004983426,lyf0001
zjx01,曾建雪,320623196605413092,xxl001
sy6688,孙颖,370403197009061537,lyf0001
sy66888,孙颖,370403197009814290,sy6688
sy66688,孙颖,370403197009340957,sy6688
sy6661,孙颖,370403197009671923,sy6688
sy6663,孙颖,370403197009198076,sy6688
sy6665,孙颖,370403197009457908,sy6688
sy6662,孙颖,370403197009217038,sy6688
sy6664,孙颖,370403197009519074,sy6688
p68,彭保进,370403196502972834,sy6688
gxb0001,谷霞,370402196305062841,lyf0001
lwb0001,李燕芳,370402196407486215,lyf0001
zll001,张丽,370402196109946873,lyf0001
zll002,张丽,370402196109056387,zll001
kzll001,张丽,370402196109789341,zll001
laf001,林爱芳,350424196712631978,lyf0001
wlz001,王黎真,350221195508283451,laf001
wlz002,王黎真,350221195508517980,wlz001
hxh68,黄晓红,352122196809970623,laf001
lyl0001,李玉玲,370403196607819306,lyf0001
cs789,陈思,370403199002043579,lyl0001
qwj001,渠文娟,370403196006037548,lyl0001
wdm0001,魏冬梅,370403196309941062,lyl0001
cdc789,陈代才,370402196103457682,lyl0001
yxm0001,伊祥梅,370402196411097453,cdc789
wzx789,王智新,370403196003610953,cdc789
gyy789,高玉英,362221195902216309,cdc789
ll01,李琳,140302195711149708,cdc789
cdc68,陈代才,370402196103134768,cdc789
zgz789,郑广珍,370403196103408562,lyl0001
lxl6,刘学玲,370403195809698324,lyl0001
zxy01,竺小园,362101194703182975,lyf0001
llq0001,李丽琴,350321197109428639,lyf0001
lcy0001,林超越,350301199505930186,llq0001
lrq0001,林若绮,350301199404915423,llq0001
whh0001,王海花,130121197212139857,lyf0001
yu0001,林玉付,350321197206208741,lyf0001
lyf0002,李燕芳,370402196407706325,lyf0001
gdy0001,郭岱云,612101197705482956,lyf0001
lyf0003,李燕芳,370402196407523079,lyf0001
lgx0001,李广秀,370403197008938427,lyf0001
klsm0001,刘思敏,370826196908291460,lgx0001
klyl0001,李艳玲,132903196110574831,lyf0001
psl0001,彭社立,132903195911398016,klyl0001
dp0001,戴萍,110108196106283450,klyl0001
lqy0001,李巧云,370402196308327485,lyf0001
lj01,李静,370102197203971435,lqy0001
hzj0001,韩卓君,370406197604135468,lyf0001
mzh0001,梅中华,432427196812890625,lyf0001
hah0001,贺爱华,432427197201725940,lyf0001
zy1,周燕,370402197505705938,lyf0001
fl0001,范琳,370402197706951073,lyf0001
wh6668,王媛,230106197301794532,bsf001
gyq6668,关艳秋,232301197210870632,wh6668
hlhl6668,赫莉,210102197101567013,wh6668
wxj6668,王秀杰,210102196807910647,hlhl6668
xzw8,许哲闻,210102200102891376,hlhl6668
yym6668,杨玉梅,152122197806185937,wh6668
whg6668,王何刚,610527199042168572,wh6668
qhx6668,亓洪新,371202197409419570,wh6668
qhx6688,亓洪新,371202197409124567,qhx6668
sx6688,孙霞,371202197111380256,qhx6688
hl668,侯琳,371202197504036178,qhx6668
qhq6668,亓洪芹,371202197307812465,qhx6668
kqhx6668,亓洪新,371202197409458063,qhx6668
yah6668,杨爱红,142726196708029713,wh6668
wsl6668,王淑麟,630104196706192065,wh6668
tyh6668,唐语涵,630104199810253409,wsl6668
cf6668,陈芳,659001198202301984,tyh6668
cyx6668,陈玉霞,650121197911582047,cf6668
lyx6668,李玉霞,650121197911672540,cf6668
lyx66688,李玉霞,650121197911752890,lyx6668
lll6668,刘龙莉,632802197303903582,tyh6668
cgp6668,陈改萍,632801196702064972,lll6668
jcx6668,景长秀,632802197309437168,lll6668
ljl6668,李积林,632802197405850267,jcx6668
wdy6668,魏冬云,630105196801953182,wsl6668
kwdy6668,魏冬云,630105196801461320,wdy6668
zwh6668,张文华,630103197306016732,wsl6668
zcf6668,祝存芳,632801197007024586,wsl6668
ll6668,陆露,210102196307208371,wh6668
gym6668,高玉梅,622301196710310967,wh6668
kwy6668,王媛,230106197301462031,wh6668
zlr6668,张丽荣,230104197110714325,kwy6668
lkb789,连克斌,220503197004218764,bsf001
mhx789,马红霞,220502197108451968,lkb789
mhx7899,马红霞,220502197108985602,mhx789
qdh789,曲东辉,220502196712017986,mhx7899
mhx8,马红霞,220502197108321649,mhx7899
fcj789,冯春洁,220502197203643890,mhx789
jzg789,姜志刚,220502196406804739,mhx789
ww6789,王伟,220503197510789531,jzg789
jzg6789,姜志刚,220502196406023985,jzg789
jzg7899,姜志刚,220502196406973145,jzg6789
fxl789,付晓玲,220519197004709186,mhx789
lxz789,李星志,220502194303869102,mhx789
lxz6789,李星志,220502194303563719,lxz789
lfb789,刘法宝,220223197504635401,mhx789
ll678,栾娈,220502198203834176,lfb789
zxm6789,周贤明,220502197208632708,lfb789
wjy6789,王金燕,220503197603732019,lfb789
lyt789,刘玉婷,220582198002943657,lfb789
dn789,董宁,220524198812173592,lfb789
ljz789,李俊哲,411321198011315702,lfb789
ag789,安刚,220502196811638951,lfb789
lsc789,刘法宝,220223197504230916,lfb789
zxy6789,张学燕,210522196501562871,lfb789
zxy8,张学艳,210522196501093428,lfb789
zas789,钟爱胜,220502198407526041,lfb789
fcy789,傅春媛,220502197002290876,zas789
cln789,陈丽娜,220502197711405392,lfb789
wxt789,王小提,342201197704537621,cln789
lfj789,刘法佳,220202197808253190,lfb789
lf6789,刘富,220502195708956342,mhx789
lf7899,刘富,220502195708354079,mhx789
jlp789,蒋丽萍,220524197703689432,lf7899
fyh6789,付元红,420222196908957618,mhx789
wym6789,王永梅,352101196603045621,fyh6789
wcf789,邬纯丰,220502196705069473,mhx789
ll7899,李龙,220503197206398750,mhx789
ll67899,李龙,220503197206427589,ll7899
ll66789,李龙,220503197206649138,ll7899
mhx6789,马红霞,220502197108803541,mhx789
fcj8,冯春洁,220502197203653729,mhx6789
jzg8,姜志刚,220502196406176092,mhx6789
yda789,于德安,220502195704704619,mhx6789
lg789,李光,220503197307951738,yda789
fxl68,付晓玲,220519197004925684,mhx6789
kfcj789,冯春洁,220502197203842051,mhx789
wyp789,王艳萍,220502196911170693,mhx789
kfyh789,付元红,420222196908032718,mhx789
fcj6789,冯春洁,220502197203456203,mhx789
lxz7899,李星志,220502194303572186,mhx789
sw789,孙巍,220502198112419526,mhx789
zsh789,张书赫,220502199412398156,mhx789
lxy01,李昕洋,220302197004129638,zsh789
dhr789,丁浩然,220502196409091865,lkb789
qy0001,乔羽,210522196410158679,dhr789
cxl0001,程显良,210522196512613208,dhr789
jym0001,姜亦民,210522196902234789,dhr789
jpx789,江配贤,220502195710236510,dhr789
kjpx789,江配贤,220502195710863571,jpx789
dyl789,董雨林,220502195409963175,jpx789
jpx6789,江配贤,220502195710982740,jpx789
tll7899,谭丽丽,220621197406102943,dhr789
ty7899,谭轶,220623197304952103,tll7899
jpx7899,江配贤,220502195710789052,tll7899
tll6789,谭丽丽,220621197406319876,tll7899
ty6789,谭轶,220623197304195372,tll6789
zkw6789,张可望,220381198703187504,tll6789
mxp6789,马小平,220524198012487036,tll6789
gya6789,管永昂,320819196801793824,tll6789
ty68,谭轶,220623197304491378,tll6789
sp789,隋萍,220502196401104982,dhr789
wgj789,吴光洁,220102196709703496,dhr789
wgj5698,吴光洁,220102196709072534,wgj789
wgj8,吴光洁,220102196709370145,wgj789
mkw789,马克文,220522196901870659,dhr789
byh789,卞延辉,220502196807326179,dhr789
wmc789,王秘成,220603195807942308,dhr789
gfz789,郭凤珍,220603196904024718,wmc789
ldg789,李德刚,220602197301392156,wmc789
wlj6789,温丽娟,220603196101106349,wmc789
dhr6789,丁浩然,220502196409524130,dhr789
why6789,王洪义,222403197606824719,dhr6789
wqs5698,王庆生,220502195601281504,dhr789
bxd789,边秀东,220503196301372108,lkb789
zyw789,张佑伟,220503197203687035,lkb789
mch789,马春红,220502196803659418,lkb789
tll789,谭丽丽,220621197406852164,lkb789
lq789,林琦,220621196412576014,lkb789
zlj789,张丽娟,220502196402831072,lkb789
zlj6789,张丽娟,220502196402690237,lkb789
zcy0001,赵春阳,220502197205935618,lkb789
gh789,高航,220503197012075293,lkb789
kzcy0001,赵春阳,220502197205840175,lkb789
kzyw789,张佑伟,220503197203216987,lkb789
gbl789,宫本利,220503198902865293,lkb789
zrx789,周荣雪,220721199002013654,lkb789
hxq668,郝心庆,231084196501405738,bsf001
gxm668,郭西美,231025196801268107,hxq668
szh668,宋正虎,222402196003206189,gxm668
cxl6668,程秀丽,231083196501693742,gxm668
wss6668,王树森,231283196302187369,cxl6668
hyx6668,黄怀霞,231025197010204651,cxl6668
zzr6668,朱子荣,231002195904584026,cxl6668
cws6668,曹文升,231002197201284671,cxl6668
hhx668,黄怀霞,231025197010579301,cxl6668
wyj6688,王彦杰,232126197305872341,hxq668
wy6668,王艳,231005197404527468,hxq668
xjd6668,徐敬东,231005197511230168,wy6668
czy6668,陈志义,231024197412479610,xjd6668
zfj668,朱凤娟,231003197611730689,wy6668
yp668,于萍,231003196504483720,zfj668
jal668,金爱莲,231011197701908371,hxq668
gfy6668,郭凤英,231084195507761923,jal668
wj6688,吴晶,231011197109958312,jal668
thg6688,唐宏刚,220102196407608274,wj6688
jah001,金爱花,231011197701054768,jal668
js0001,金松,231005197307392754,jah001
ldm668,刘冬梅,231005196108561294,jal668
jxd668,姜晓丹,231083196803713946,ldm668
dh668,杜宏,231083196612719482,jxd668
dxl668,丁秀丽,232128196710409562,jal668
ggh668,高桂红,231003197002760314,jal668
ggh6668,高桂红,231003197002412967,jal668
tgx668,田桂霞,231011196308761402,jal668
zcj668,张春杰,230321196810328401,jal668
wsq68,王绍群,222403196805058967,zcj668
dkh668,斗可华,232623196408471026,jal668
wyy668,王英,231005197205284537,jal668
sjl6668,孙金莲,231084196010460758,hxq668
sy6668,孙宇,231084198506231976,hxq668
jhe001,姜洪恩,231084194903369417,sy6668
dcr6668,董春荣,231025195812502631,hxq668
lyh789,刘勇华,231084196306815649,hxq668
lqy789,刘泉铄,230604199002206185,lyh789
ljf6789,李晶锋,231084196411936517,lqy789
ljx6789,刘俊祥,231084196610108465,ljf6789
lyh6789,刘勇华,231084196306437058,ljf6789
zjy789,朱静雁,231084195909254987,lqy789
zjr789,朱静茹,231002196307617049,zjy789
zjr8,朱静茹,231002196307309624,zjr789
sb789,邵冰,231084196507047912,lyh789
lcf789,李春风,231084196605298314,sb789
yxm789,杨秀梅,231003197303194768,lcf789
yxm68,杨秀梅,231003197303714203,yxm789
csq789,崔树钦,231084196501351827,lcf789
lcf7899,李春风,231084196605791846,sb789
xyh6789,邢永华,231084196508926304,lcf7899
lcf78999,李春风,231084196605267538,sb789
yxm7899,杨秀梅,231003197303381426,sb789
lcf6789,李春风,231084196605219605,sb789
dzx789,杜忠信,231004196308316075,sb789
lcf66789,李春风,231084196605015674,sb789
lyj789,刘永杰,231002196905318076,lyh789
lyh678,刘永辉,231084197304613207,lyh789
wb0001,王斌,231004197206497312,hxq668
yfy6668,于凤云,231084196006549836,hxq668
lxm6668,李晓铭,231084198105690135,yfy6668
ygp6668,余桂平,340826196710402836,lxm6668
hlj6668,黄丽君,340826198104534107,ygp6668
wmy6668,王美英,120222196206461372,yfy6668
cxj668,陈秀菊,231084197708423185,hxq668
yyl668,于泳霖,231084199011253160,hxq668
slj668,邵丽杰,231002196511908574,hxq668
xxc668,谢宪春,231003197204079314,hxq668
lhl668,李红兰,231084196305760819,hxq668
wx6668,汪新,231084195802042619,lhl668
wjy668,汪靖亚,231084198811378619,wx6668
lhy6668,李红英,231084197005908734,wx6668
wqd6668,王启东,231084195209481936,wx6668
wx668,汪霞,231084196310517286,lhl668
wjy6668,汪靖亚,231084198811219750,lhl668
wx6888,汪新,231084195802718259,lhl668
wjy6888,汪婧亚,231084198811286731,lhl668
wjy68,汪婧亚,231084198811621539,lhl668
wx68,姚令忠,231084196404184625,lhl668
wx686,汪霞,231084196310793264,lhl668
lhy68,李红英,231084197005904531,lhl668
slb668,沈利滨,230102195512437261,lhl668
lhy686,李红英,231084197005195263,lhl668
lyh686,刘艳华,231084197406132945,lhl668
klhy68,李红英,231084197005081569,lhl668
ylz68,姚令忠,231084196404930276,lhl668
klhy668,李红英,231084197005689540,lhl668
klhy686,李红英,231084197005648270,lhl668
kwx686,汪霞,231084196310341980,lhl668
klhy6668,李红英,231084197005391840,lhl668
ylz686,姚令忠,231084196404965784,lhl668
klhy688,李红英,231084197005697025,lhl668
kwx68,汪霞,231084196310436750,lhl668
ywg668,于文革,231084196805730186,hxq668
lwy668,刘文艳,231084196601324691,ywg668
cyb668,程艳波,231084196602253064,ywg668
wsq668,王绍群,222403196805109426,ywg668
zsl668,张淑玲,231084196005582034,ywg668
zsl6668,张淑玲,231084196005840369,zsl668
shq6668,索华清,231084195902719486,zsl6668
gfr668,关凤茹,231011196005172986,zsl668
ky668lhy,李宏颜,231004195509984351,zsl668
mfy668,马凤英,231011196006058124,zsl668
xly668,夏丽艳,231084196612074851,ywg668
chl668,程红亮,231084198112368147,ywg668
gyj668,顾玉娟,152201197104386572,chl668
xjy668,徐景艳,152223197006982657,chl668
zcq789,张长青,231002195904460285,ywg668
cxm789,常秀梅,231002195805926405,zcq789
yfh668,于凤华,231084196611742085,ywg668
lxy6789,李秀英,231025195904348571,hxq668
qzy789,曲志勇,231025198207047263,lxy6789
zyy789,祝艳,231025196504293546,qzy789
dhd789,董厚德,231025196407643897,zyy789
qf789,曲飞,231025198512195640,qzy789
gxm789,高雪梅,231025199007769301,qzy789
wzh789,吴中华,231084196405196074,lxy6789
lxq0001,李秀芹,231023196106529876,lxy6789
cxm001,陈秀敏,231025196310906812,lxy6789
dzy001,邓泽英,231025195812429157,lxy6789
dzy002,邓泽英,231025119581370685,dzy001
zzl6789,张磊,211223199106362058,lxy6789
lyh01,李玉华,231025197311824370,zzl6789
ggy6789,龚桂艳,231004196210648210,lxy6789
zfy6789,郑福英,231025197004571640,lxy6789
zfy7899,郑福英,231025197004674081,zfy6789
klxy6789,李秀英,231025195904267419,lxy6789
kdzy001,邓泽英,231025195812723906,klxy6789
kdhd789,董厚德,231025196407657234,klxy6789
kzzl6789,张磊,211223199106561374,klxy6789
klyh01,李玉华,231025197311961837,klxy6789
